"@title,""Spanish""";
"#00716,""Has a keen eye for valuable curios.""";
"#00717,""Forager""";
"#00718,""Sells wild mushrooms and veggies.""";
"#00719,""Landscape Artist""";
"#00720,""Likes exploring and rock climbing.""";
"#00721,""Truck Driver""";
"#00722,""Looks tough and mean, but is a softie.""";
"#00723,""Private Detective""";
"#00724,""Looking for a mystery to solve.""";
"#00725,""Ba-dum dum dum dum.""";
"#00726,""Pet Groomer""";
"#00727,""A beautician for pets.""";
"#00728,""Town Mayor""";
"#00729,""Yep, it's my town.""";
"#00730,""Grey Alien""";
"#00731,""Has come from out of town.""";
"#00732,""Studious Student""";
"#00733,""Researches mountain resorts.""";
"#00734,""Astronomer""";
"#00735,""Sushi Chef""";
"#00736,""So, you like sushi?""";
"#00737,""Department Chief""";
"#00738,""Something of a workaholic.""";
"#00739,""Chatty Student""";
"#00740,""Smooth-talking but a bit goofy.""";
"#00741,""Photographer""";
"#00742,""Has a real passion for photography.""";
"#00743,""Stunt Artist""";
"#00744,""Turned his clumsiness into a living.""";
"#00745,""Novelist""";
"#00746,""Trying to escape their relentless editor.""";
"#00747,""Gardening Granny""";
"#00748,""Likes caring for her grandkids.""";
"#00749,""Mountain Climber""";
"#00750,""Climbs up, skis down.""";
"#00751,""Cafeteria Lady""";
"#00752,""Used to be a first-class skier.""";
"#00753,""Wairobot""";
"#00754,""Heh heh heh.""";
"#00755,""Penguin""";
"#00756,""Could make a great subject for an animation.""";
"#00757,""Yeti""";
"#00758,""Yaaarg?""";
"#00759,""Polar Bear""";
"#00760,""Grrroar!""";
"#00761,""Cow""";
"#00762,""Enjoys munching on mountain grasses.""";
"#00763,""King Ackbar""";
"#00764,""Please ignore the oil stains.""";
"#00765,""Kairobot""";
"#00766,""Play my next game too, okay?""";
"#00767,""Chimpan Z""";
"#00768,""I'm not a yeti. Sheesh.""";
"#00769,""Bearington""";
"#00770,""Resort Expert""";
"#00771,""=#00571""";
"#00772,""Cold-Hating Girl""";
"#00773,""Nervous Guy""";
"#00774,""UMA""";
"#00775,""G'Night Beds""";
"#00776,""Instructor A""";
"#00777,""Instructor B""";
"#00778,""Instructor C""";
"#00779,""Skis & More Store""";
"#00780,""Bear's Den""";
"#00781,""School Ski Club""";
"#00782,""Snowman Protection Club""";
"#00783,""G'night Beds""";
"#00784,""Polar Bear Fashion""";
"#00785,""Yeti Squad""";
"#00786,""Santa Claus""";
"#00787,""Senior Skiers Club""";
"#00788,""Clover Farm""";
"#00789,""Sakura Shrine""";
"#00790,""Agriculture Services""";
"#00791,""Famous Writer""";
"#00792,""Travel Mag Publisher""";
"#00793,""SNO-Board Superstore""";
"#00794,""=#00728""";
"#00795,""Big Eyes Observatory""";
"#00796,""Dream Tours""";
"#00797,""Alaska Snow""";
"#00798,""Grampa""";
"#00799,""Grizzly B""";
"#00800,""Local Shrine Maiden""";
"#00801,""=#00569""";
"#00802,""=#00775""";
"#00803,""Shy Student""";
"#00804,""Make-up Artist""";
"#00805,""=#00751""";
"#00806,""=#00669""";
"#00807,""The Den Owner""";
"#00808,""Kairo""";
"#00809,""Ivory Snow""";
"#00810,""=#00571""";
"#00811,""Outdoors Generation""";
"#00812,""SNO-Board""";
"#00813,""Pumpkin Products""";
"#00814,""OG Sports""";
"#00815,""Tourist""";
"#00816,""Discovered new concept(s):<br>- <co=0070c0><0>""";
"#00817,""Signed a contract<br>with a sponsor.""";
"#00818,""New guest:<br><co=0070c0><0>""";
"#00819,""You have a letter from<br>the <co=0070c0>Ski Resort Association</co>.""";
"#00820,""Congratulations!""";
"#00821,""Congratulations, <co=0070c0><team></co>!""";
"#00822,""The <co=0070c0>Ski Resort Association</co> sent<br>you a rank up notification.""";
"#00823,""A magazine will publish a<br>feature on our resort shortly.""";
"#00824,""You won a contest!""";
"#00825,""You didn't place...""";
"#00826,""Got more fans""";
"#00827,""Lost fans...""";
"#00828,""We can now have even<br>more sponsors!""";
"#00829,""A new sponsor<br>is available:<br><co=0070c0><0>""";
"#00830,""The <co=0070c0>ski season</co> has started!<br>Our resort will get swarmed<br>with guests!""";
"#00831,""A new contest is<br>available: <co=0070c0><0>""";
"#00832,""You can now organize<br><co=0070c0>Ski Contests</co>!""";
"#00833,""You can now build<br>more ski lifts!""";
"#00834,""A new concept has<br>been discovered:<br><co=0070c0><0>""";
"#00835,""<co=0070c0><team> </co>seems to be<br>getting popular, guests<br>are streaming in!""";
"#00836,""We've made a breakthrough<br>in production. We've discovered<br>the<co=0070c0> <0></co> process!""";
"#00837,""Hotel <co=0070c0>entrance</co> and <co=0070c0>walls</co><br>can now be modified.""";
"#00838,""<co=0070c0>Products</co> and <co=0070c0>Upgrader</co><br>have been unlocked!""";
"#00839,""Skiing at night is<br>now available!""";
"#00840,""You can now <co=0070c0>research</co><br><co=0070c0>more</co> things at once!""";
"#00841,""It's our <co=0070c0>super lucky </co>time!<br>We're going to get huge<br>numbers of guests!""";
"#00842,""Word has spread of our<br>resort being <co=0070c0>top rank</co>.<br>We're wildly popular!""";
"#00843,""Soft Serve""";
"#00844,""Swirly soft ice cream.""";
"#00845,""Toast""";
"#00846,""A light snack.""";
"#00847,""Fresh Bread""";
"#00848,""Just baked. Smells great.""";
"#00849,""Snow Sorbet""";
"#00850,""Made with mountain snow.""";
"#00851,""Snowy Ice Cream""";
"#00852,""White as snow.""";
"#00853,""Hamburger""";
"#00854,""Juicy and irresistible.""";
"#00855,""Eggy Burger""";
"#00856,""Hamburger with egg.""";
"#00857,""BLT Sandwich""";
"#00858,""Bacon, lettuce, tomato.""";
"#00859,""Campfire BBQ""";
"#00860,""Best of outdoor cooking.""";
"#00861,""Shrimp Burger""";
"#00862,""For seafood lovers.""";
"#00863,""Chocolate Coin""";
"#00864,""Chomp! Yep, not gold!""";
"#00865,""Coffee""";
"#00866,""Very aromatic.""";
"#00867,""Deluxe Coffee""";
"#00868,""Specially selected beans.""";
"#00869,""Mocha""";
"#00870,""Mmm, so sweet.""";
"#00871,""Milk""";
"#00872,""For healthy bones.""";
"#00873,""Green Smoothie""";
"#00874,""Bitter. But healthy.""";
"#00875,""Donut Holes""";
"#00876,""Freshly made.""";
"#00877,""Icy Donut Holes""";
"#00878,""Served with ice.""";
"#00879,""Crunchy Donuts""";
"#00880,""But soft inside.""";
"#00881,""Delicate Donuts""";
"#00882,""Melt in your mouth.""";
"#00883,""Chocolate Donuts""";
"#00884,""Filled with chocolate.""";
"#00885,""Plain Donuts""";
"#00886,""What, no filling?""";
"#00887,""Savory Donuts""";
"#00888,""Nice for a change.""";
"#00889,""Minty Donuts""";
"#00890,""Novelty food.""";
"#00891,""Caramel Donuts""";
"#00892,""Yum, sticky caramel sauce.""";
"#00893,""Deluxe Donuts""";
"#00894,""More pricy than others.""";
"#00895,""Specialty Donuts""";
"#00896,""Chef's special recipe.""";
"#00897,""Strawberry Crepe""";
"#00898,""The popular choice.""";
"#00899,""Banana Crepe""";
"#00900,""Lots of banana slices.""";
"#00901,""Creamy Crepe""";
"#00902,""With whipped cream.""";
"#00903,""Apple Crepe""";
"#00904,""=#00474""";
"#00905,""Chestnut Crepe""";
"#00906,""Unusual, but tasty.""";
"#00907,""Chocolate Crepe""";
"#00908,""Really sweet.""";
"#00909,""Salad Crepe""";
"#00910,""It's very healthy.""";
"#00911,""Seafood Crepe""";
"#00912,""Lots of tasty seafood.""";
"#00913,""Beef Crepe""";
"#00914,""So meaty.""";
"#00915,""Deluxe Crepe""";
"#00916,""Exquisite flavor.""";
"#00917,""Soy Sauce Noodles""";
"#00918,""Classic noodles.""";
"#00919,""XXL Noodles""";
"#00920,""A very big serving.""";
"#00921,""Plain Noodles""";
"#00922,""Simple but delicious.""";
"#00923,""Rich Noodles""";
"#00924,""Rich, complex flavor.""";
"#00925,""Egg Noodles""";
"#00926,""With hard-boiled eggs.""";
"#00927,""Veggie Noodles""";
"#00928,""The healthier option.""";
"#00929,""Seafood Noodles""";
"#00930,""With fishy ingredients.""";
"#00931,""Pork Noodles""";
"#00932,""With rich broth.""";
"#00933,""Sausage Noodles""";
"#00934,""Very satisfying.""";
"#00935,""Fried Noodles""";
"#00936,""No broth, just noodles.""";
"#00937,""Mineral Water""";
"#00938,""Pure and refreshing.""";
"#00939,""Curry""";
"#00940,""Tasty curry with rice.""";
"#00941,""Mild Curry""";
"#00942,""Popular with children.""";
"#00943,""Chicken Curry""";
"#00944,""With diced chicken.""";
"#00945,""Curry Soup""";
"#00946,""Sip it to warm up.""";
"#00947,""Banana Curry""";
"#00948,""Will it be the next big thing?""";
"#00949,""Ice Curry""";
"#00950,""Ice make it less hot...""";
"#00951,""Veggie Curry""";
"#00952,""Get your vitamins.""";
"#00953,""Green Curry""";
"#00954,""Surprisingly fiery.""";
"#00955,""Egg Curry""";
"#00956,""With boiled eggs.""";
"#00957,""Black Curry""";
"#00958,""Super spicy.""";
"#00959,""XXL Curry""";
"#00960,""A real challenge.""";
"#00961,""Golden Curry""";
"#00962,""Extremely hot. Do you dare?""";
"#00963,""Cola""";
"#00964,""Popular soda drink.""";
"#00965,""Hot Chocolate""";
"#00966,""Warm and luxurious.""";
"#00967,""Springwater""";
"#00968,""From a mountain spring.""";
"#00969,""Snowpeaks Water""";
"#00970,""The choicest water.""";
"#00971,""Drinking Yogurt""";
"#00972,""With live bio-cultures.""";
"#00973,""Hot Milk""";
"#00974,""Warming and nutritious.""";
"#00975,""Instant Noodles""";
"#00976,""Quick meal.""";
"#00977,""Canned Coffee""";
"#00978,""It's really strong.""";
"#00979,""Banana Milk""";
"#00980,""Satisfies your banana cravings.""";
"#00981,""Green Tea""";
"#00982,""No added sugar.""";
"#00983,""Hazelnut Milk""";
"#00984,""Tastes nutty.""";
"#00985,""Supplement Drink""";
"#00986,""Supposedly increases IQ.""";
"#00987,""Canned Eggs""";
"#00988,""Boiled eggs in a can.""";
"#00989,""Apple Tea""";
"#00990,""Sweet and fruity.""";
"#00991,""Vegetable Juice""";
"#00992,""Super healthy.""";
"#00993,""Dinner Special""";
"#00994,""Meat, veggies, potatoes.""";
"#00995,""Veggie Entrée""";
"#00996,""High in fiber.""";
"#00997,""Seafood Entrée""";
"#00998,""With shrimp, mussels, and stuff.""";
"#00999,""Spicy Entrée""";
"#01000,""Lots of chilies.""";
"#01001,""Banana Entrée""";
"#01002,""For fruit lovers.""";
"#01003,""Mashed Chestnuts""";
"#01004,""Fancy dessert.""";
"#01005,""Beef Entrée""";
"#01006,""Fruit Salad""";
"#01007,""Assorted fruit.""";
"#01008,""Riceball""";
"#01009,""Just like in anime.""";
"#01010,""Chestnut & Rice""";
"#01011,""Seasonal special.""";
"#01012,""Golden Rice""";
"#01013,""So shiny.""";
"#01014,""Fern Shoots""";
"#01015,""Served with lots of sauce.""";
"#01016,""Butterbur""";
"#01017,""Deep-fried snack.""";
"#01018,""Chestnut""";
"#01019,""Very large size.""";
"#01020,""Apple""";
"#01021,""Just picked from a tree.""";
"#01022,""Grapes""";
"#01023,""Direct from the farmer.""";
"#01024,""Mushrooms""";
"#01025,""Wild mushrooms.""";
"#01026,""Odd Tuber""";
"#01027,""Actually just a potato.""";
"#01028,""Funky Shroom""";
"#01029,""It's safe to eat.""";
"#01030,""Steamed Bun""";
"#01031,""Local specialty.""";
"#01032,""Key Chain""";
"#01033,""Looks like a snowman.""";
"#01034,""Power Bank""";
"#01035,""Don't let your phone die.""";
"#01036,""Toothpicks""";
"#01037,""Made from natural wood.""";
"#01038,""Folk Art Doll""";
"#01039,""Handmade by a local artist.""";
"#01040,""Dry Cell Battery""";
"#01041,""The price seems too high.""";
"#01042,""Hand Warmer""";
"#01043,""Gets really hot.""";
"#01044,""Milk Chocolate""";
"#01045,""A source of calcium.""";
"#01046,""Stewed Veggies""";
"#01047,""Best of homecooking.""";
"#01048,""Green Bun""";
"#01049,""All-natural food coloring.""";
"#01050,""Marshmallows""";
"#01051,""Soft, white sweets.""";
"#01052,""Ski Resort Mug""";
"#01053,""A standard souvenir.""";
"#01054,""Snow Powder""";
"#01055,""Add water, get snow.""";
"#01056,""Wooden Sword""";
"#01057,""Practice your fighting skills.""";
"#01058,""Wooden Puzzle""";
"#01059,""Can you solve it?""";
"#01060,""Branded Merchandise""";
"#01061,""Sold nowhere else.""";
"#01062,""Frozen Banana""";
"#01063,""Can be used like a hammer.""";
"#01064,""Spa Dumpling""";
"#01065,""Steamed over a hot spring.""";
"#01066,""Water Clock""";
"#01067,""Drip, drip, drip...""";
"#01068,""Bear Carving""";
"#01069,""Looks impressive.""";
"#01070,""Couple's Mugs""";
"#01071,""Aww, how romantic.""";
"#01072,""Ice Carving""";
"#01073,""Keep it in the freezer.""";
"#01074,""Photo Book""";
"#01075,""Beautiful mountain scenery.""";
"#01076,""Demon Mask""";
"#01077,""Can scare someone with it.""";
"#01078,""Bear Mask""";
"#01079,""Feeling shy? Put a mask on.""";
"#01080,""Wooden Kairobot""";
"#01081,""Won't explode.""";
"#01082,""Survey Form""";
"#01083,""Survey form from a guest.<br>Can help you improve your services.""";
"#01084,""Wood""";
"#01085,""Obtained from the mountain forest.<br>It has plenty of uses.""";
"#01086,""Meltwater""";
"#01087,""Crystal-clear spring water from<br>the mountain. Quality H20.""";
"#01088,""Sand""";
"#01089,""A big pile of sand. One of the<br>mountain's valuable resources.""";
"#01090,""Boulder""";
"#01091,""These boulders come in all sizes.<br>Don't put them in snowballs.""";
"#01092,""Brown Rock""";
"#01093,""An ancient rock with a surface<br>that's rough to the touch.""";
"#01094,""Iron""";
"#01095,""Has a dull sheen. You see a<br>twisted reflection of your face.""";
"#01096,""Mineral Ore""";
"#01097,""Lots of different minerals<br>in this rock. It's quite pretty.""";
"#01098,""Crude Oil""";
"#01099,""Nobody expected to find oil here.""";
"#01100,""=#01014""";
"#01101,""Young shoots of an edible fern.<br>Taste good when seasoned.""";
"#01102,""=#01016""";
"#01103,""Only the young shoots are edible.<br>Doesn't taste anything like butter.""";
"#01104,""Wildflowers""";
"#01105,""Grow perfectly well without any care.<br>Some are even edible.""";
"#01106,""=#01018""";
"#01107,""Found in autumn. Be careful when<br>taking the nuts out of the burrs!""";
"#01108,""Snow""";
"#01109,""Scoop it up and roll into a snowball.<br>Don't eat the yellow snow.""";
"#01110,""Old Coin""";
"#01111,""Minted over half a century ago.<br>Wow. But not very valuable.""";
"#01112,""Wool""";
"#01113,""Sheep wool. Pure white,<br>warm, and very soft.""";
"#01114,""=#00871""";
"#01115,""Cow's milk. Rich source of calcium.<br>Tastes great when on a mountain.""";
"#01116,""Rice""";
"#01117,""A source of carbohydrates.<br>Can be used in plenty of dishes.""";
"#01118,""Coffee Beans""";
"#01119,""They smell good when freshly<br>roasted. Delightfully bitter.""";
"#01120,""Chocolate""";
"#01121,""Can be used in lots of desserts.<br>Don't eat all of it at once.""";
"#01122,""Photo""";
"#01123,""Shows the beautiful mountain vista.<br>Takes your breath away.""";
"#01124,""Top-Shelf Tins""";
"#01125,""Tins and jars of exotic spices and<br>gourmet pickles. Long-lasting.""";
"#01126,""Seafood""";
"#01127,""Squid, octopus, and other<br>goodies from the sea.""";
"#01128,""Eggs""";
"#01129,""Chicken eggs. If only they<br>were golden... But no such luck.""";
"#01130,""Fruit""";
"#01131,""Tart but sweet. Munch, munch...""";
"#01132,""Meat""";
"#01133,""What kind of meat? Who knows...<br>Make sure to cook it properly.""";
"#01134,""Vegetables""";
"#01135,""Assorted vegetables.<br>Wash before eating.""";
"#01136,""Wheat Flour""";
"#01137,""Don't spill it on you or you'll<br>look like a low budget film ghost.""";
"#01138,""=#01022""";
"#01139,""From the vineyard. Perfect balance<br>of sweetness and tartness.""";
"#01140,""Maple Leaves""";
"#01141,""They turn wonderful shades<br>of red and yellow in fall.<br>(Upgrade Material)""";
"#01142,""Acorn""";
"#01143,""Big for an acorn. Collecting<br>acorns can be addictive.<br>(Upgrade Material)""";
"#01144,""Bamboo Shoot""";
"#01145,""There's a trick to harvesting<br>it that keeps it sweet.<br>(Rare Material)""";
"#01146,""=#01026""";
"#01147,""A special mountain tuber which<br>reaches new heights of flavor.<br>(Rare Material)""";
"#01148,""=#01028""";
"#01149,""Rare and valuable wild mushroom<br>from the mountain forest.<br>(Rare Material)""";
"#01150,""Gold Leaf""";
"#01151,""A very thin sheet of pure gold.<br>It has many uses.<br>(Rare Material)""";
"#01152,""Banana""";
"#01153,""A sweet and nutritious snack.<br>Don't leave the peel on the ground.<br>(Rare Material)""";
"#01154,""Star Piece""";
"#01155,""A star that fell from the sky!<br>It's actually a meteorite.<br>(Rare Material)""";
"#01156,""Amber""";
"#01157,""Tree resin from the time of dinosaurs.<br>There's nothing inside it.<br>(Rare Material) (Upgrade Material)""";
"#01158,""Fossil""";
"#01159,""Dug up from the mountain. Maybe it can<br>be used as decoration?<br>(Rare Material) (Upgrade Material)""";
"#01160,""Cold Crystal""";
"#01161,""Looks like a crystal, but it's just ice.<br>(Rare Material) (Upgrade Material)""";
"#01162,""Huge Icicle""";
"#01163,""Don't let it drop down on your head.<br>(Rare Material) (Upgrade Material)""";
"#01164,""Geyser""";
"#01165,""A natural hot water spring. Can<br>be turned into a hot spring spa.<br>(Rare Material) (Investiga Material)""";
"#01166,""Lightbulb""";
"#01167,""Provides light at night. Also appears over<br>the heads of those with bright ideas.<br>(Investiga Material)""";
"#01168,""Wash Ticket""";
"#01169,""Guest rooms with professionally<br>cleaned bedding are more popular.<br>(Upgrade) (Guest Rooms)""";
"#01170,""Hydro Coating""";
"#01171,""Water-repellent coating for skis.<br>Improves the ride.<br>(Upgrade) (Skis)""";
"#01172,""Gift Box""";
"#01173,""Mysteriously appeared under a fir tree.<br>(Upgrade) (Boosts Sales)""";
"#01174,""Christmas Gift""";
"#01175,""Brought by Santa. What could it be?<br>(Upgrade) (Greatly Boosts Sales)""";
"#01176,""Good Luck""";
"#01177,""Fortune from a shrine. It seems<br>something good will happen to you.<br>(Upgrade) (Slightly Boosts Sales)""";
